Reading No;Reading Type;Duration;Main;Low;High;Light;Time;User;Sigma Value;Units;Batch;Heat;Lot;Note;Sample;Mode;Ag;Ag 2-Sigma;As;As 2-Sigma;Au;Au 2-Sigma;Ba;Ba 2-Sigma;Bal;Bal 2-Sigma;Bi;Bi 2-Sigma;Ca;Ca 2-Sigma;Cd;Cd 2-Sigma;Co;Co 2-Sigma;Cr;Cr 2-Sigma;Cu;Cu 2-Sigma;Fe;Fe 2-Sigma;Hf;Hf 2-Sigma;Hg;Hg 2-Sigma;K;K 2-Sigma;Mn;Mn 2-Sigma;Mo;Mo 2-Sigma;Nb;Nb 2-Sigma;Ni;Ni 2-Sigma;Pb;Pb 2-Sigma;Pd;Pd 2-Sigma;Rb;Rb 2-Sigma;Re;Re 2-Sigma;Sb;Sb 2-Sigma;Se;Se 2-Sigma;Sn;Sn 2-Sigma;Sr;Sr 2-Sigma;Ta;Ta 2-Sigma;Th;Th 2-Sigma;Ti;Ti 2-Sigma;U;U 2-Sigma;V;V 2-Sigma;W;W 2-Sigma;Y;Y 2-Sigma;Zn;Zn 2-Sigma;Zr;Zr 2-Sigma
3065;Mining;20.70;;;;;Thu Feb 29, 2024 - 10:13:20;User;1.5;ppm;;;;;LMW21;Mining;4.514.630;3.966.799;1.939.270.938;3.020.779;<LOD;1.633.393;;;5.558.472.500;85.153.477;10.763.075;808.944;;;6.530.992;2.610.199;<LOD;4.988.039;<LOD;1.765.320;10.617.570;375.157;2.134.621.406;6.094.439;<LOD;0.0000;<LOD;732.515;;;850.249;614.534;<LOD;81.789;<LOD;81.251;<LOD;976.255;181.704.082;1.083.969;<LOD;636.278;<LOD;140.013;<LOD;0.0000;38.862.532;854.421;1.166.795;261.794;49.719.995;546.597;377.133;34.678;<LOD;0.0000;<LOD;1.173.012;48.684.595;3.351.662;709.564;136.551;1.570.937;1.323.278;893.818;357.367;4.109.463;150.469;6.559.608;261.761;<LOD;157.936
3066;Mining;19.71;19.21;;;;Thu Feb 29, 2024 - 10:13:50;User;1.5;ppm;;;;;LMW21;Mining;5.538.344;4.865.164;1.934.531.406;3.012.468;<LOD;1.661.571;;;5.549.630.625;90.601.016;12.223.662;826.093;;;7.388.453;2.952.212;<LOD;4.227.308;1.305.440;779.538;9.668.988;363.886;2.072.389.062;6.053.322;<LOD;0.0000;<LOD;748.748;;;<LOD;2.194.479;<LOD;84.861;<LOD;86.007;624.157;377.542;230.579.668;1.224.037;1.067.870;273.854;<LOD;149.507;<LOD;0.0000;42.312.607;906.953;1.036.122;265.221;59.231.436;598.865;529.879;39.350;<LOD;0.0000;<LOD;1.228.737;55.728.574;3.584.201;713.947;145.401;2.364.986;1.411.852;1.640.458;383.044;5.083.784;170.031;6.411.041;261.588;<LOD;174.143
3067;Mining;20.11;19.51;;;;Thu Feb 29, 2024 - 10:14:50;User;1.5;ppm;;;;;MM35;Mining;977.624;859.502;34.957.742;527.282;<LOD;340.837;;;8.582.581.250;10.818.162;1.281.995;138.375;;;<LOD;172.637;<LOD;1.482.011;<LOD;719.903;2.954.321;121.500;1.071.937.656;2.633.502;<LOD;0.0000;492.999;85.699;;;586.164;319.100;46.944;16.843;232.155;16.381;1.032.477;143.681;251.271.191;500.127;<LOD;148.438;368.000;30.734;<LOD;0.0000;3.125.719;2.541.989;<LOD;111.678;6.800.070;148.885;306.410;13.919;<LOD;0.0000;<LOD;259.831;34.152.786;2.030.762;<LOD;62.341;1.312.693;806.083;<LOD;191.309;<LOD;95.184;4.752.299;116.115;829.673;31.122
3068;Mining;20.34;19.62;;;;Thu Feb 29, 2024 - 10:15:23;User;1.5;ppm;;;;;MM35;Mining;1.756.110;1.543.128;31.528.948;550.420;<LOD;353.998;;;8.564.868.125;12.734.562;1.098.328;143.395;;;346.116;138.340;<LOD;1.613.291;<LOD;948.184;3.204.315;133.666;1.100.541.328;2.828.039;<LOD;0.0000;544.887;91.046;;;995.390;355.174;62.444;18.047;167.227;17.180;387.651;154.483;243.405.605;519.516;621.018;108.156;349.417;32.481;<LOD;0.0000;5.536.439;4.500.172;<LOD;91.813;11.464.791;167.294;302.881;14.640;<LOD;0.0000;<LOD;272.698;27.030.149;2.010.947;66.131;38.924;<LOD;2.155.951;<LOD;268.873;<LOD;100.619;4.948.135;126.058;774.882;32.520
3069;Mining;20.49;19.82;;;;Thu Feb 29, 2024 - 10:15:55;User;1.5;ppm;;;;;MM35;Mining;1.540.596;1.354.175;39.038.557;582.598;<LOD;373.131;;;8.288.391.250;14.044.263;1.356.532;152.576;;;<LOD;200.112;<LOD;1.691.332;<LOD;763.199;3.513.054;138.335;1.331.709.062;2.915.763;<LOD;0.0000;392.569;92.408;;;654.051;344.735;68.416;18.944;217.403;18.165;927.833;169.110;271.014.258;555.426;830.935;118.201;320.433;33.097;<LOD;0.0000;3.872.574;3.148.722;<LOD;96.581;8.920.383;172.846;329.195;15.332;<LOD;0.0000;<LOD;288.452;38.534.597;2.114.670;<LOD;93.283;1.237.058;826.980;<LOD;262.727;<LOD;106.143;6.166.823;138.575;964.577;35.069
3070;Mining;19.51;19.46;;;;Thu Feb 29, 2024 - 10:16:53;User;1.5;ppm;;;;;MM32;Mining;3.291.012;2.893.439;<LOD;1.871.842;<LOD;558.449;;;8.471.680.625;16.766.771;1.598.175;212.919;;;972.765;389.017;<LOD;2.579.848;<LOD;1.254.361;1.978.787;134.318;981.567.266;3.282.545;<LOD;0.0000;1.426.317;137.777;;;897.993;417.841;112.488;22.680;454.643;24.209;<LOD;488.006;466.370.586;811.571;2.123.246;145.831;59.608;44.467;<LOD;0.0000;10.339.762;341.989;868.040;102.557;17.675.387;227.312;<LOD;29.518;<LOD;0.0000;<LOD;424.621;32.287.952;2.552.296;<LOD;87.404;1.230.417;1.018.965;650.306;171.032;<LOD;165.813;3.919.955;134.322;494.559;46.743
3071;Mining;19.21;18.88;;;;Thu Feb 29, 2024 - 10:17:23;User;1.5;ppm;;;;;MM32;Mining;3.017.957;2.653.682;9.420.559;786.936;<LOD;530.076;;;8.450.195.000;15.656.515;1.917.465;208.456;;;<LOD;255.871;1.857.687;1.108.219;<LOD;901.466;2.304.865;133.261;998.557.266;3.137.335;<LOD;0.0000;1.583.140;133.730;;;838.749;394.249;132.756;22.428;461.368;23.175;<LOD;237.828;471.284.531;789.981;1.525.191;140.238;185.661;44.495;<LOD;0.0000;8.348.267;326.279;875.584;97.858;15.563.074;217.436;<LOD;35.486;<LOD;0.0000;<LOD;412.375;27.322.512;2.317.325;<LOD;84.707;<LOD;2.820.042;<LOD;310.683;<LOD;158.398;4.242.274;132.344;365.383;44.584
3072;Mining;19.56;19.70;;;;Thu Feb 29, 2024 - 10:17:54;User;1.5;ppm;;;;;MM32;Mining;2.624.617;2.307.968;4.058.901;786.916;<LOD;528.431;;;8.495.533.750;15.224.883;864.175;200.820;;;<LOD;351.129;<LOD;1.780.704;<LOD;893.215;2.060.066;130.183;966.277.188;3.138.011;<LOD;0.0000;1.082.268;126.784;;;658.922;389.221;144.227;21.810;453.598;22.590;<LOD;382.312;467.943.672;783.145;1.274.777;133.953;170.018;43.386;<LOD;0.0000;7.858.664;313.770;524.997;95.379;15.416.523;210.792;<LOD;28.435;<LOD;0.0000;<LOD;407.112;27.308.213;2.340.207;<LOD;80.251;1.781.933;982.582;<LOD;393.230;<LOD;158.346;3.763.651;126.824;199.788;43.535
3073;Mining;20.67;20.00;;;;Thu Feb 29, 2024 - 10:19:15;User;1.5;ppm;;;;;LMW23;Mining;5.734.032;5.039.094;188.686.992;1.264.869;<LOD;845.499;;;7.267.601.875;34.620.979;5.436.918;352.272;;;1.550.168;619.652;<LOD;2.620.981;<LOD;1.414.737;5.468.098;225.589;1.714.966.406;4.350.845;<LOD;0.0000;3.895.380;239.217;;;1.646.067;514.913;290.042;33.894;219.846;35.494;773.490;264.845;680.783.672;1.206.366;1.814.480;183.299;449.137;72.858;<LOD;0.0000;18.949.614;481.987;988.269;147.263;39.307.395;346.528;379.284;31.975;<LOD;0.0000;<LOD;667.611;50.337.817;2.916.603;<LOD;138.364;2.386.910;1.150.338;<LOD;587.208;<LOD;249.898;7.679.599;210.555;654.708;73.918
3074;Mining;19.59;19.14;;;;Thu Feb 29, 2024 - 10:19:47;User;1.5;ppm;;;;;LMW23;Mining;5.673.375;4.986.006;190.344.082;1.279.216;<LOD;848.595;;;7.277.456.875;34.748.865;5.551.014;356.855;;;1.097.470;438.713;<LOD;2.678.871;<LOD;1.797.407;4.797.274;218.516;1.728.805.938;4.490.357;<LOD;0.0000;3.491.883;237.860;;;983.551;505.920;257.722;33.989;182.533;35.753;<LOD;733.094;660.370.156;1.215.795;1.562.427;182.563;439.229;73.914;<LOD;0.0000;19.219.541;487.597;897.429;147.360;38.432.861;348.098;417.743;32.347;<LOD;0.0000;<LOD;670.557;52.003.574;2.999.642;<LOD;141.688;<LOD;3.397.898;<LOD;590.807;<LOD;399.461;7.402.359;210.979;613.373;73.468
3075;Mining;19.66;19.26;;;;Thu Feb 29, 2024 - 10:20:39;User;1.5;ppm;;;;;LMW23;Mining;5.489.367;4.824.430;173.785.117;1.311.292;<LOD;889.876;;;7.177.056.875;35.651.406;5.526.598;365.719;;;1.118.078;446.964;<LOD;2.725.886;976.544;630.368;4.838.448;222.500;1.788.950.781;4.487.125;<LOD;0.0000;3.667.273;244.971;;;1.090.030;519.348;254.084;34.998;233.143;37.473;777.701;276.212;712.767.344;1.261.256;1.264.075;184.520;425.516;77.574;<LOD;0.0000;19.038.231;495.833;1.030.660;155.099;39.945.220;357.760;454.130;34.048;<LOD;0.0000;<LOD;699.478;48.271.851;2.928.860;<LOD;182.349;3.405.024;1.200.672;800.019;250.713;<LOD;263.222;8.316.822;224.237;517.236;76.950
3076;Mining;19.54;19.23;;;;Thu Feb 29, 2024 - 10:23:22;User;1.5;ppm;;;;;MM34;Mining;1.725.296;1.515.985;128.193.154;803.403;<LOD;513.695;;;8.571.629.375;13.470.972;2.566.377;216.280;;;<LOD;222.648;<LOD;1.625.166;<LOD;917.007;4.143.633;158.843;805.972.656;2.886.355;<LOD;0.0000;1.588.626;142.287;;;772.142;375.321;84.535;23.135;254.013;23.226;422.326;145.004;388.029.414;731.604;<LOD;246.846;147.764;42.040;<LOD;0.0000;6.026.029;4.897.913;354.572;88.747;11.091.896;200.697;237.019;19.188;<LOD;0.0000;<LOD;400.354;67.218.428;3.125.600;<LOD;82.767;1.698.513;1.118.633;<LOD;257.664;<LOD;144.721;6.695.435;156.609;1.148.936;48.375
3077;Mining;20.03;19.36;;;;Thu Feb 29, 2024 - 10:24:27;User;1.5;ppm;;;;;MM34;Mining;2.640.063;2.321.544;93.440.459;1.218.490;<LOD;837.695;;;8.003.981.250;21.620.552;3.930.375;333.654;;;<LOD;277.496;<LOD;2.002.174;836.147;621.907;3.638.172;176.619;888.870.469;3.473.476;<LOD;0.0000;1.333.222;189.541;;;1.344.801;469.852;101.986;30.147;1.295.749;36.148;514.173;179.447;900.306.875;1.299.140;<LOD;248.847;<LOD;103.962;<LOD;0.0000;7.912.928;388.323;<LOD;354.841;18.346.592;270.788;<LOD;47.266;<LOD;0.0000;<LOD;662.776;63.328.623;3.408.989;<LOD;126.573;1.504.233;1.244.810;<LOD;328.209;<LOD;257.627;6.447.722;177.402;225.873;76.461
3078;Mining;19.90;19.36;;;;Thu Feb 29, 2024 - 10:25:16;User;1.5;ppm;;;;;MM34;Mining;1.699.574;1.493.548;77.184.429;998.698;<LOD;671.618;;;8.238.241.875;17.086.486;2.955.276;269.206;;;<LOD;250.082;<LOD;1.831.794;757.907;566.332;3.280.950;157.990;921.150.000;3.234.799;<LOD;0.0000;985.406;155.606;;;631.384;409.134;71.628;25.865;967.716;28.752;879.108;169.269;662.083.906;1.010.940;<LOD;215.886;<LOD;88.792;<LOD;0.0000;5.328.395;4.331.356;178.828;114.604;13.460.732;229.979;<LOD;36.595;<LOD;0.0000;<LOD;525.765;61.675.112;3.139.021;<LOD;97.589;2.130.490;1.165.463;<LOD;311.437;<LOD;196.025;5.588.715;155.329;748.971;60.902
3079;Mining;20.27;19.67;;;;Thu Feb 29, 2024 - 10:27:02;User;1.5;ppm;;;;;LMW20;Mining;1.623.414;1.427.790;372.067.852;1.116.743;2.037.542;461.815;;;7.859.253.125;20.463.279;4.963.344;307.904;;;<LOD;430.008;<LOD;2.166.178;<LOD;1.435.172;4.448.685;182.773;1.254.982.344;3.555.521;<LOD;0.0000;1.126.765;193.236;;;1.702.845;451.882;<LOD;64.406;<LOD;42.965;444.358;194.901;395.152.773;878.220;<LOD;215.149;333.038;56.407;<LOD;0.0000;10.264.543;375.148;623.260;119.978;17.754.071;252.981;467.427;24.233;<LOD;0.0000;<LOD;527.928;62.318.540;3.030.954;<LOD;132.058;<LOD;3.231.359;<LOD;327.312;1.293.501;114.632;8.574.136;195.811;568.659;57.672
3080;Mining;19.92;19.35;;;;Thu Feb 29, 2024 - 10:27:37;User;1.5;ppm;;;;;LMW20;Mining;1.231.007;1.082.739;294.276.875;926.507;1.405.114;378.599;;;8.018.792.500;17.164.982;4.507.510;257.251;;;<LOD;214.357;<LOD;1.992.432;<LOD;965.740;3.801.352;160.892;1.296.419.531;3.305.579;<LOD;0.0000;875.712;159.842;;;1.412.476;410.216;67.898;23.186;<LOD;33.575;694.873;187.062;298.003.203;700.904;<LOD;174.312;240.505;44.322;<LOD;0.0000;8.449.089;310.639;470.320;98.760;14.442.039;208.934;352.445;19.256;<LOD;0.0000;<LOD;428.707;46.875.225;2.537.844;<LOD;85.544;<LOD;1.767.327;<LOD;259.508;837.404;90.369;6.306.424;159.991;538.296;45.852
3081;Mining;19.56;18.93;;;;Thu Feb 29, 2024 - 10:28:11;User;1.5;ppm;;;;;LMW20;Mining;1.979.292;1.740.683;390.743.477;1.172.531;2.712.353;493.674;;;7.786.809.375;21.791.907;6.079.334;328.780;;;477.819;183.452;<LOD;2.227.682;<LOD;1.450.039;4.657.204;190.610;1.269.642.422;3.652.039;<LOD;0.0000;1.602.255;207.227;;;1.712.494;463.325;89.011;29.508;<LOD;64.409;835.973;205.916;422.874.102;932.151;<LOD;228.080;248.159;59.382;<LOD;0.0000;11.461.434;396.498;721.757;127.792;19.604.871;269.486;516.455;25.977;<LOD;0.0000;<LOD;565.590;66.491.719;3.165.318;<LOD;129.044;<LOD;3.522.291;<LOD;315.212;1.331.641;121.735;8.775.740;202.526;632.974;61.909
3082;Mining;19.70;19.40;;;;Thu Feb 29, 2024 - 10:30:22;User;1.5;ppm;;;;;MM31;Mining;5.351.779;4.704.006;47.975.664;1.631.458;<LOD;1.156.024;;;7.025.626.250;38.269.692;6.047.403;453.099;;;<LOD;343.029;<LOD;2.841.160;<LOD;1.366.036;3.323.867;208.227;1.530.354.844;4.714.496;<LOD;0.0000;3.535.616;270.986;;;1.352.247;564.008;253.055;40.367;1.721.356;49.811;563.059;265.436;1.263.711.641;1.794.537;<LOD;458.565;<LOD;149.409;<LOD;0.0000;14.667.043;526.469;1.084.074;201.253;38.814.185;394.582;<LOD;63.132;<LOD;0.0000;<LOD;909.233;47.379.888;3.251.604;<LOD;184.900;3.297.860;1.347.099;551.552;249.139;<LOD;371.022;4.388.824;184.961;<LOD;156.186
3083;Mining;20.65;19.97;;;;Thu Feb 29, 2024 - 10:30:58;User;1.5;ppm;;;;;MM31;Mining;5.189.238;4.561.261;27.966.846;1.383.608;<LOD;967.312;;;7.376.916.250;31.899.609;4.726.589;379.074;;;<LOD;310.468;<LOD;2.552.410;<LOD;1.330.572;2.854.737;183.176;1.439.938.438;4.318.344;<LOD;0.0000;3.583.530;236.605;;;1.392.152;521.768;256.856;35.395;1.255.087;40.867;516.530;243.035;1.037.421.953;1.496.984;710.279;179.425;<LOD;170.123;<LOD;0.0000;14.849.152;475.332;1.121.360;170.882;36.680.410;349.232;<LOD;52.629;<LOD;0.0000;<LOD;758.358;38.511.882;2.874.355;<LOD;159.922;1.423.118;1.159.492;<LOD;567.808;<LOD;306.547;4.685.771;174.150;<LOD;194.362
3084;Mining;18.92;18.79;;;;Thu Feb 29, 2024 - 10:31:31;User;1.5;ppm;;;;;MM31;Mining;5.012.066;4.405.657;18.484.363;1.393.923;<LOD;969.366;;;7.478.643.750;31.196.917;4.006.526;377.917;;;<LOD;308.894;<LOD;2.587.673;<LOD;1.499.484;2.741.232;185.052;1.386.100.000;4.409.040;<LOD;0.0000;3.204.537;234.628;;;1.389.833;534.854;221.537;34.397;1.284.478;41.134;<LOD;651.788;1.003.224.766;1.518.352;873.424;181.876;<LOD;121.114;<LOD;0.0000;13.610.183;472.043;973.724;171.251;33.596.929;345.323;<LOD;53.069;<LOD;0.0000;<LOD;760.948;40.782.759;3.022.408;<LOD;153.890;1.724.576;1.215.472;<LOD;599.974;<LOD;307.442;4.125.611;169.972;<LOD;127.728
